"File","Type","Links"
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\人体机制策略 3a203c54805d8335ba8a81ad591374aa.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\人生OS v2 0 b6003c54805d8257b742819f00b11144.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\从想减肥增肌到健康饮食 fab03c54805d83389f7a0181ad85a2fe.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\健康｜实践指导 6c003c54805d83c382a4011f06ea8ba3.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\健康｜模型库 a4a03c54805d838c8f70019a09353625.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\决策原则、过往清算、代际错位、反奴役认知 72503c54805d8279bc0281b888437c7a.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\反思 36503c54805d80519156edec956100f8.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\可复用原则 39703c54805d83a6b74b81147576ee4f.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\地球 Online｜商业执行手册 v1 0 cd303c54805d83ab9cff81c08f5fcaf6.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\情感心理神 36703c54805d807b9666e0aa5c4e8757.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\愿与恨 a7f03c54805d832f878481d3cec5d345.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\时事锐评｜当“真假老公”被端上台面：结婚还能带给男性什么？ b3003c54805d8345a6f20163e88b3047.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\核心协议归档：底盘重建与知行合一 (Prompt-OS) 92b03c54805d8262b45901b940c4a987.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\笔记库管理 × 阅读学习输出 15e03c54805d8389b24b8147c93fc043.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\系统元提示词 43f03c54805d82ec9a4501cd351c1372.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\终极顶级亚男写真｜图生图提示词（个人定制） b7b911ebdd4b42e89e4ac919f0ea601a.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\🛡️ 抗重病·延巅峰·防非自然死亡｜全维度生存优化手册 e8b03c54805d82eca19d81d4d4461b6c.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\🤖 人生最佳实践笔记 II｜AI 协作 × 人类社交 × 动力重启 e2703c54805d828dae1881b9563be5ff.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\🧬 人生最佳实践｜身体养护 × 信息管理 × 博主筛选 × 情绪进化 94803c54805d8354bf5501619bf8f8b2.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\🩹 日常身体状态维稳 01b03c54805d827fb7158128ef180750.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\ai对话归档\1288 元学弟咨询复盘｜从错配业务到 7 条人生底线（2026 5 13） 6c703c54805d836fb4b681992e1c77d6.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\ai对话归档\指导改变 a1603c54805d8270a26181eb44d02e1c.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\ai相关开发\循迹 36c03c54805d8020b37ad12267e650a5.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Experiments（实践 实验）\21岁男性生命养护系统 b9f03c54805d83d69943812f1b44b1e5.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Experiments（实践 实验）\ai实操 36903c54805d80f1bc38e9520dc23ae8.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Experiments（实践 实验）\连续 14 天：训练强度分层实验（力量+爬坡） 07603c54805d82bb9b2f01f220622024.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Experiments（实践 实验）\连续 14 天：饮食系统执行率 + 肠道稳定实验 68303c54805d833a912801a595d16a66.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Experiments（实践 实验）\连续 30 天：外形下限稳定（体态+皮肤+饮品规则） e2e03c54805d82cdae43013c03ed205b.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Experiments（实践 实验）\连续 7 天：上午 30 分钟求职 Block 56c03c54805d832e8872810068c7012c.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Experiments（实践 实验）\饮食 3 0 bb503c54805d83ea8d4081577b05ee8e.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Experiments（实践 实验）\饮食 3 0\每日饮食 c3203c54805d8330a09401b9f5928405.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Inbox（输入箱）\2 14 a1203c54805d835ca5a201176391fc5d.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Inbox（输入箱）\ai，写作，阅读 23003c54805d830dad6701f81aab1e18.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Inbox（输入箱）\财富 bb903c54805d8375b30701012f975384.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Inbox（输入箱）\财富\交易笔记 e6903c54805d8282af1181e7604164a0.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Inbox（输入箱）\财富\只做弱转强，一年12万到127万——教你如何做弱转强 5cc03c54805d831ea88b81de1cba8cd4.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Inbox（输入箱）\财富\交易笔记\研报笔记 0e303c54805d82c1a6ec81ac337497e9.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Inbox（输入箱）\财富\交易笔记\逻辑哥交易系统 81103c54805d83c094d901bdde00c4e8.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\Ali Abdaal｜愉悦生产力引擎（能量×学习×创作者） 3fd03c54805d826ca3a101c8464908ff.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\Dan Koe｜个人资产飞轮（专注×整合×一人商业） 1ef03c54805d83ffa01a01d3ba46aa5e.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\M 孙宇晨模型：极致流量杠杆与弱共识套利 10603c54805d83afb136018f109b3957.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\M 纳瓦尔杠杆：财富的物理学与零边际成本 6dc03c54805d82b5b3078126d9be7678.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\Munger 多学科思维模型格栅｜费曼笔记 56803c54805d83cbbd4081417330cad3.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【Dan Koe】专题二：《专注的艺术》与人生系统设计 97203c54805d83c38e09811a5836a9bb.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【乔布斯宝典】专题一：现实扭曲力场与极致的“不” 7c303c54805d82128e2581611b691447.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【乔布斯宝典】专题三：连点成线与向死而生（直觉决策） 05903c54805d824ba47c81656b6f0887.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【乔布斯宝典】专题二：科技与人文的十字路口（产品第一性） b6003c54805d83899fa581a6daf9e6d5.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【塔勒布宝典】专题一：黑天鹅、极端世界与尾部风险 2b403c54805d82fda18c8174b230f7f2.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【塔勒布宝典】专题三：风险共担与否定法（减法智慧） 6b403c54805d820badf081771ee42327.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【塔勒布宝典】专题二：反脆弱与杠铃策略 38603c54805d8366882e81bac12957f6.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【奥特曼宝典】专题一：指数级增长与复利效应 c8903c54805d83808353013cc963eaef.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【奥特曼宝典】专题三：承担风险、极度专注与布道式销售 de603c54805d839c9af081623123a33e.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【奥特曼宝典】专题二：近乎妄想的自我信念与意志力 e6c03c54805d82c488d6018cbf16aab0.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【富兰克林宝典】专题一：13个美德与道德完美操作系统 46303c54805d8318b2dc014c9b113117.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【富兰克林宝典】专题三：跨学科通才与极度务实主义 96503c54805d83b9a85c01f311700e07.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【富兰克林宝典】专题二：《穷理查年鉴》与财富自由的常识 f5103c54805d8280bbc4011340335eb2.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【巴菲特宝典】专题一：价值投资、市场先生与安全边际 31703c54805d839ca2e2017947cb632d.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【巴菲特宝典】专题三：理性胜过智商（能力圈与击球区） fde03c54805d8226a82601ad58734836.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【巴菲特宝典】专题二：经济护城河与滚雪球（复利） cd603c54805d8297a3d481e17d373548.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【格雷厄姆宝典】专题一：财富的本质与致富双条件 dcc03c54805d82ba9d97014438e913e8.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【格雷厄姆宝典】专题三：保持身份的微小与黑客手艺人精神 9fb03c54805d83d298d7012a34529700.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【格雷厄姆宝典】专题二：创作者作息与“做不规模化的事” b4e03c54805d83a39e5d011e46d940e5.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【纳瓦尔宝典】专题一：财富的底层物理学（杠杆与专长） 63503c54805d824d85940177bb93cfe3.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【纳瓦尔宝典】专题三：绝对自由与内心平静（幸福哲学） e2b03c54805d830a88bd010ffd7df6d4.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【纳瓦尔宝典】专题二：顶级人类的决策机器（心智模型） a2003c54805d83dbb69b8193fcff5d80.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【芒格宝典】专题一：多元思维模型与格栅理论 e4003c54805d82fdbc9501722629d9aa.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【芒格宝典】专题三：逆向思考、能力圈与普世智慧 85603c54805d82f6be1081eed4b9112e.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【芒格宝典】专题二：人类误判心理学与25个Bug f8403c54805d834383fb017c8d7711eb.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【费里斯宝典】专题一：新贵阶层与 DEAL 生活设计系统 a8f03c54805d834b81fb81e2473aee99.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【费里斯宝典】专题三：最小有效剂量（MED）与反忙碌哲学 1c403c54805d8222a2be01a2f002cdd9.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【费里斯宝典】专题二：恐惧设定（战胜瘫痪的斯多葛法则） 76c03c54805d82928c65814df5fb2575.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【赫拉利宝典】专题一：认知革命与“共同想象”（虚构的现实） fd503c54805d82da812c013c6742b3da.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【赫拉利宝典】专题三：数据主义、可骇入动物与内观防御 68103c54805d825db73b81cef4ba2164.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【赫拉利宝典】专题二：农业革命陷阱与“进步的错觉” f1103c54805d82ae945f81562c980f26.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【达利欧宝典】专题一：极度求真、透明与面对痛苦 f9e03c54805d822fbe19013eec4fbb5d.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【达利欧宝典】专题三：机器视角与进化的五步流程 90a03c54805d839ab145811fa3fa227c.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【达利欧宝典】专题二：创意择优与可信度加权决策 f7d03c54805d83c0851f01a13778aa88.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【量化宝典】专题一：詹姆斯·西蒙斯与文艺复兴（数据驱动） bf903c54805d82698cac01a30435b5e5.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【量化宝典】专题三：系统化交易法则与个人IP的量化运营 9db03c54805d834bbf8d81a42461fa86.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【量化宝典】专题二：爱德华·索普与凯利公式（仓位与生存） 31303c54805d83a9bd2e812711c5c1db.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【马斯克宝典】专题一：第一性原理与物理学框架 24c03c54805d82dabd49810cd1f1f1b4.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【马斯克宝典】专题三：极限施压与物种级愿景 73a03c54805d838c97c781f41aa30f95.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\【马斯克宝典】专题二：白痴指数与极简五步“算法” f3503c54805d828889338118fcce3692.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\乔布斯｜产品品味引擎（专注×人文×直觉） ddd03c54805d831a93d501c7d4984c00.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\亲密关系 efd03c54805d82c2b27c01137081c2d7.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\人性与关系｜驱动×信任×修复模型 d9103c54805d83b09f8301b012e3296c.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\人性跨学科 89d03c54805d8268a6e5013a569a5777.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\名人模型总索引｜16个高杠杆人物模型 b9103c54805d82e6bf4801f509e082e9.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\塔勒布｜不出局引擎（黑天鹅×杠铃×减法） fc703c54805d83cb92438131c273da88.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\外貌表现工程｜饮食×线条×节律×镜头 f6503c54805d831182d701f8a337b896.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\外貌表现食材库｜按生理机制分层（直观版） c9803c54805d82b980ae813d658c2939.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\奥特曼｜指数增长引擎（复利×信念×销售） bb403c54805d824cac8501e768b7e43e.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\富兰克林｜务实复利引擎（美德×节俭×通才） 7f703c54805d8357ba5701e462914e3a.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\巴菲特｜长期价值引擎（价值×护城河×理性） e7603c54805d837ba9f1816d41a95b5b.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\总纲 1｜财富 风险 复利引擎（Capital OS） 42403c54805d8395a9138154fde8a71d.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\总纲 2｜决策与反误判引擎（Decision OS） f8603c54805d82fd85d9013b1dc5394b.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\总纲 4｜自我系统与执行引擎（Machine OS） 9c403c54805d839f92838147994924fd.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\插件目录｜按场景插拔（索引 + 调用入口） f6b03c54805d82cfb6968193cbbe8200.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\机体 SOP v1 0｜高维人类运维协议 ee503c54805d8281b955013244e427ac.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\格雷厄姆｜创造者手艺引擎（财富×Maker×微小身份） c2f03c54805d83f69789013a3981392b.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\注意力套利｜弱共识流量引擎（叙事×漏斗×边界） b7803c54805d82a488bd8111df611b87.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\瘦脸饮食 14f03c54805d837098d1816964f36529.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\纳瓦尔｜杠杆自由引擎（财富×判断×平静） 3fb03c54805d820d8d49015b48723ba1.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\结构线条工程｜颈部张力 + 下颌线稳定（5 分钟 日） cb503c54805d829394c00155e400b2d6.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\节律与神经表现｜光照 + 蓝光 + 多巴胺稳态（外貌恢复加速器） 3e503c54805d82ec935801ca82989274.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\芒格｜避错引擎（格栅×误判×能力圈） cfd03c54805d8371916d813c9f2806e7.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\草稿：饮食系统｜宏量周期化 + 菌群稳定（执行版） 83e03c54805d8385b99601dab306c09c.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\训练 6 0 42003c54805d837d84b101f33ac832f2.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\训练 6 1｜户外徒手版 1aa03c54805d8202b0938171dbd0657e.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\训练｜每日执行协议 × TMJ安全规则 e7a03c54805d83e7a81a01fef7252f55.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\费里斯｜最小自由引擎（DEAL×恐惧设定×MED） 2de03c54805d8378b16781d9dc99f75d.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\赫拉利｜叙事防御引擎（共同想象×进步陷阱×可骇入） d2d03c54805d83968ce201a08490c6a6.md","完全孤立",""
"notion\hui2737\ExportBlock-9d4e5a7f-95e8-4fea-b65b-d46ccd8db7f4-Part-1\私人与共享\迁移\Models（模型库）\达利欧｜现实机器引擎（求真×加权×进化） 27003c54805d838b86430174bb7a9a58.md","完全孤立",""
