"claim_id","path","line","claim_text","domain","risk","source_type","source_location","scope","status","decision"
"MC-0309","01-项目/meta-abilities/统计.md","26","Silver在《信号与噪声》里打了一个比喻：信息爆炸的时代，噪声的增长速度远超信号的。你在1940年代读到的""统计数据""——可能是政府花了三年做的全国人口普查。你在2025年代读到的""统计数据""——可能是某个AI模型在三秒内生成的幻觉。信息的数量增长了一百万倍，但其中""真正被验证过的信号""的比例降到了一百万分之一。统计作为一种元能力，在AI时代不是从""需要""变成了""不需要""——是从""可有可无""变成了""不用就会死在幻觉里""。你不需要学会跑回归模型，不需要学会写R语言代码，不需要学会推导贝叶斯公式。你需要学会三样东西：看到数字时的第一反应是""这个数字可信吗""，看到相关性时的第一反应是""这可能是因果吗""，看到趋势线时的第一反应是""这个趋势能持续吗""。这三个反应是你和AI幻觉之间唯一的防火墙。Silver说大多数预测失败的原因不是模型不够复杂——是在建模型之前没有先问""我能预测这件事吗""。有些事本身就是不可预测的——地震的精确时刻、股票明天的涨跌、谁会是下一届奥斯卡最佳影片。面对不可预测的事，最好的统计不是""更复杂的模型""——是""承认不可预测，然后不把资源押在预测上""。这就回到了Taleb的核心论点——杠铃策略。","statistics","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0310","01-项目/meta-abilities/统计.md","28","Rosling在《事实》里用一种被严重低估的方式展示了统计思维的威力。他用几十年的全球公共卫生数据证明，大多数人对世界的认知是系统性错误的——不是因为缺乏数据，是因为大脑被过时的""世界观""锁死了。你的大脑还在用1960年代的数据理解世界——""发展中国家""""东西方对立""""贫富两极分化""——而实际上这些概念大多已经过时了几十年。Rosling的做法不是给你更复杂的统计模型——是给你更准确的""基线数据""，让你对世界的默认假设从""过时的刻板印象""校准到""当前的真实数据""。这种""基线校准""就是统计作为一种元能力最基础的操作——在你做任何判断之前，先把你的默认假设拉回到真实数据的引力场内。Tetlock在《超级预测》里的核心发现和Rosling完全一致——超级预测者不是更聪明，不是模型更复杂，是他们在做任何具体预测之前，先花时间搞清楚""这类事件的基准概率是多少""。不先问基准概率就直接开始""分析具体情况""——就像不先查地图就开始""推测自己在哪""。你的推测可能逻辑自洽——但从第一步就错了。","statistics","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0311","01-项目/meta-abilities/统计.md","33","Taleb在《随机漫步的傻瓜》里反复轰炸一个概念——幸存者偏差。你走进一家书店，畅销书架上摆满了成功创业者的自传。你读了十本，总结出了一个规律——""要敢于冒险、要坚持不懈、要相信自己""。这个规律看起来是被十个成功案例验证过的——但你没有看到的是另外一千个也""敢于冒险、坚持不懈、相信自己""的人，他们现在在破产法庭上或者在送外卖。他们没能写自传——不是因为他们没有同样的品质，是因为他们运气不好。而你看不到他们。你的""规律""是基于一个被筛选过的样本——筛选标准不是""成功者的品质""，是""没死""。Huff在1954年就把这个诡计讲透了——""精心挑选的样本可以证明任何你想证明的结论""。你只需要在收集数据之前，把""不符合你结论的样本""排除在外，然后用幸存者的数据写出一个""规律""。AI时代这个诡计更难被识破，因为AI可以在一秒内找到一百个""符合你结论的案例""，给你编出一个完美的""规律""。AI不会告诉你它排除了多少反例——因为它收到的prompt是""找案例支持X""，不是""全面评估X的真实性""。","statistics","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0312","01-项目/meta-abilities/统计.md","44","回归均值是人类大脑最难接受的统计概念之一，因为它的核心机制是""结果不完全由你控制""。你更愿意相信""我做得好是因为我有能力，我做得差是因为运气不好""——而在统计上，两者的贡献都不可忽略。Taleb的说法更狠——在任何结果中，运气和技能的贡献比例取决于这个领域的""技能vs运气""特性。在象棋中，技能贡献接近100%——你输了就是你不如对方。在投资中，运气贡献可能在短期内高达90%——你赚了不代表你的投资策略对，你亏了不代表你的策略错。Mauboussin的《The Success Equation》把这件事讲得很透——""把运气当技能是决策者最致命的认知错误""。你因为某次成功而改变策略——你可能是在""优化已经最优的策略""，结果反而恶化了长期表现。你因为某次失败而放弃策略——你可能是在""丢弃一个长期统计上最优的策略""，只因为它那次运气不好。回归均值的教训不是""努力没用""——是""不要在单次结果的基础上做系统性决策""。单次结果=技能+运气+随机噪声。从单次结果推导技能的变化——你的样本量是1，置信区间是无穷大。Smith在《标准偏差》里做了一个简单的模拟：假设一个基金经理的真实能力是""跑赢大盘1%""，运气的标准差是5%。在任何一年里，他有40%的概率跑输大盘，只是因为运气差。如果你在他跑输的那一年解雇他——你解雇的很可能是一个真实能力强但运气差的经理。而你新雇的经理——可能只是去年的运气好。","statistics","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0313","01-项目/meta-abilities/统计.md","51","最经典的例子：冰淇淋销量和溺水死亡人数呈正相关——夏天热，吃冰淇淋的人多，游泳溺亡的人也多。把""冰淇淋销量""和""溺亡人数""做回归会发现高度统计显著——但没有人会说""吃冰淇淋导致溺亡""或者""禁止吃冰淇淋会减少溺亡""。两个变量都由第三个变量驱动——气温。Pearl管这种结构叫""混淆变量""——一个同时影响X和Y的隐藏因素。在社会科学、经济学、流行病学的研究中，混淆变量无处不在。一篇报告说""每天喝两杯咖啡的人心血管疾病风险降低20%""——你不知道的是，喝咖啡的人可能同时更富裕、更有健康意识、运动更多、吸烟更少。咖啡可能根本没用——是""富裕+健康意识+运动+不吸烟""这个混淆变量组合在同时驱动""喝咖啡""和""心血管健康""。AI时代的幻觉让这个问题更严重。你问AI""喝咖啡对心血管有益吗""，AI可以给你列出二十篇""支持""的研究——但它不会告诉你这二十篇的样本量、是否控制了混淆变量、是否有发表偏差（不显著的研究根本没被发表出来）。你得到的不是""科学证据""——是""被筛选过的支持你预设结论的证据""。","statistics","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0314","01-项目/meta-abilities/统计.md","58","Tetlock在《超级预测》里发现超级预测者最核心的思维习惯之一就是""贝叶斯更新""。他们不说""这件事会发生""或""不会发生""——他们给一个概率，""我觉得概率大概是65%""。然后当新证据出现时，他们不推翻自己的判断，他们微调——从65%调到55%或者75%。这看起来像是""没有立场""——实际上是""用数学严格地更新信念""。贝叶斯定理在统计上的公式可以很复杂——但你不需要公式来使用贝叶斯思维。你只需要三个步骤：先有一个初始概率估计（这是你的""先验""——基于你已经知道的信息）；遇到新证据时，问自己""如果我的假设是对的，看到这个证据的概率有多大""和""如果我的假设是错的，看到这个证据的概率有多大""；比较这两个概率，向上或向下调整你的初始估计。关键在于第三步——不是""新证据推翻了我的判断""（那是二元思维），也不是""新证据不影响我的判断""（那是顽固），是""新证据让我的概率从65%变成了55%——还在我的判断范围内，但方向调整了""。这种微调能力在AI时代极其稀缺，因为AI给你的答案往往极其自信。AI不说""创业成功率大概是12-18%""，AI说""创业成功率为15.3%""——精确到了小数点。那个精确度是假的——但你的大脑会信，因为精确看起来像可靠。白银在《信号与噪声》里追踪了几百个""专家预测""的准确度——发现专家的预测准确率和随机猜测差不了太多，但专家的""自信度""远高于其准确度。专家最大的问题不是预测不准——是他们对自己的预测过度自信。Tetlock的超级预测者恰好相反——他们对自己预测的信心和他们的实际预测准确度高度吻合。这是通过""概率校准""反复训练出来的：每次预测后记录""我认为概率是X%""，然后事后看""实际发生了几次中的几次""。如果我说""概率60%""的事在10件中只发生了3件——我在系统性地高估。如果发生了8件——我在系统性地低估。校准就是把我的""主观概率""往""客观频率""拉。这个能力不是天赋——是反复打决策日志练出来的。Silver指出，大多数人不做校准的原因是""被校准""的感觉极其不舒服——它告诉你""你以为自己很准？其实你跟瞎猜差不多""。但如果你愿意接受这个不舒服——你的判断力会在几年内发生质变。因为你的大脑开始从""故事驱动""切换到""数据驱动""——这在AI时代不是你比别人聪明，是你比别人更难被AI生成的统计幻觉骗到。","statistics","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0315","01-项目/meta-abilities/统计.md","63","日课：每天找一个你看到的""统计数据""——新闻标题里的百分比、某文章的引用数据、社交媒体上的""研究表明""——问三个问题：这个数字的来源是什么，样本量多大，有没有可能被幸存者偏差或混淆变量扭曲。不需要跑模型，只需要养成""看到数字先怀疑""的默认反应。周课：选本周你做的五个预测或判断，写下你当时给的概率估计（哪怕只是""我觉得大概70%""）。周末回看——实际发生了几个。你是在高估还是低估？月课：找一篇引用""统计数据""来""证明""某个观点的热门文章，用Huff的框架反推——它的样本被筛选过吗，它的平均数掩盖了什么分布差异，它把相关性包装成因果了吗。季课：用Silver的框架做一次""信号vs噪声""审计——回顾你过去三个月做的最重要决策，你的决策依据中有多少是""被验证过的信号""，多少是""未经检验的噪声""。","statistics","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-blocked","block"
"MC-0316","01-项目/meta-abilities/统计.md","66","**幸存者偏差检测**：看到成功案例时，第一反应是否问""失败的人在哪""——如果连续一周每次都自动想到这个问题，幸存者偏差的免疫系统已建立。**相关性vs因果性检测**：看到""X导致Y""的标题时，第一反应是否问""有没有第三个变量Z同时驱动X和Y""——连续一周自动想到这层，因果推断的基础防御已建立。**贝叶斯校准**：每季度测一次——说""概率60%""的事实际发生了百分之几十——如果偏差在10个百分点以内，校准合格。","statistics","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0317","01-项目/meta-abilities/统计.md","70","Taleb的幸存者偏差和随机性是你的防火墙。Kahneman的回归均值让你不再把运气当因果。Pearl的因果推断让你在被相关性轰炸的世界里保持清醒。Tetlock的贝叶斯更新和概率校准让你的判断力可以迭代。Silver的信号噪声比让你知道""能预测什么，不能预测什么""。Rosling的基线校准让你不再用过时的世界观做决策。Huff的统计诡计百科让你能识别AI生成的统计幻觉。统计不是一门学科——是你和这个充满数字、百分比、""研究表明""的世界之间唯一的过滤系统。在AI时代，统计不是从""可选""变成了""不需要""——是从""学术技能""变成了""生存技能""。","statistics","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0318","01-项目/meta-abilities/统计.md","75","Silver在《信号与噪声》里不仅讲了""为什么大多数预测是错的""——他给了一套可以实际操作的工具来判断""一个预测有没有可能对""。核心三问：第一问——这个领域本身的""可预测性""有多高？有些事从结构上就是不可预测的，比如地震的精确时刻、股票明天的涨跌。不是因为数据不够——是因为这些系统的底层动力学太复杂、对初始条件太敏感、反馈环路太多。Silver管这叫""系统噪声""——不是""信号太弱""，是""噪声永远比信号大""。第二问——预测者有没有区分""近期的可预测性""和""远期的不可预测性""？天气预测——未来24小时的准确率接近95%，未来10天的准确率降到50%以下。不是气象学家无能——是大气系统对初始条件的敏感度太高。一个好的预测会附带一个""时间衰减曲线""——""我预测X在接下来一个月内发生的概率是70%，三个月内概率降到40%，一年内降到20%""。AI给你的预测通常没有这条曲线——它给你一个精确数字但不说""这个数字的有效期是多长""。第三问——预测者有没有持续校准自己的预测？Silver研究了数百个公共预测者——发现大多数人在""被证明错了""之后不会调整自己的预测框架。他们用""这个结果是个例外""来解释自己的错误——然后继续用同样的框架做下一次预测。Tetlock的超级预测者恰好相反——他们把每次预测错误当作""框架校准""的数据。""我上次预计概率是65%，实际发生概率只有40%——我的框架高估了什么变量？""这种校准能力不是Silver说的""更聪明""——是""更愿意被数据打脸""。Taleb在《黑天鹅》里把这个推到了极端——有些""预测框架""的根本假设是错的，不是需要校准，是需要整个推翻。你的框架假设""波动服从正态分布""——但真实的金融数据有""肥尾""（极端事件发生的概率远高于正态分布预测）。你用正态分布框架做出的所有风险评估——全部被严重低估——不是因为你在""校准""上做得不够细致，是因为你的框架在底层假设上就错了。AI给你的预测通常不会告诉你""它用的是什么底层框架""——你看到的只是一个精确的数字，你不知道这个数字是在""正态分布""的假设下算出来的还是在考虑了肥尾分布的假设下算出来的。这个信息差距——就是你用AI做决策时最大的风险敞口。","statistics","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0319","01-项目/meta-abilities/统计.md","80","Huff在1954年写的《统计数字会撒谎》是一本不到一百五十页的小册子，但它比任何统计教科书都更直接地教你""怎么不被数字骗""。Huff不是教你""怎么算标准差""——是教你""怎么在别人算的标准差里找到猫腻""。他甚至给每种诡计起了个讽刺性的名字。","statistics","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0320","01-项目/meta-abilities/统计.md","84","""没有披露的置信区间""——Huff说""这个药的有效率是80%""，听起来很有说服力。但如果置信区间是""45%到98%""，那个80%的点估计就没多大意义了——因为置信区间太宽。宽置信区间意味着样本量太小或者效果太不稳定。AI给你的数字通常不带置信区间——你看到的只是一个精确的点估计。""没有置信区间的统计数字不可信""——Huff的防骗第一法则。","statistics","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0321","01-项目/meta-abilities/统计.md","86","""把相关性包装成因果关系""——Huff在1954年就讲透了这个诡计。他的原话：""如果你在同一个时间段里观察两个变量的变化，它们可能同时上升、同时下降、或者一升一降——但这三种情况中任何一种都不能直接推出因果关系。你需要一个控制实验。""七十年前写的这句话在今天比任何时候都适用——因为AI可以在一秒内找到几百个""相关""的变量组合，把它们包装成""因果链""呈现给你。","statistics","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0322","01-项目/meta-abilities/统计.md","88","""视觉欺骗""——Huff专辟一章讲统计图表怎么骗人。横轴被截断——把""从90到100""的区间放大到整个图表，让一个10%的变化看起来像""爆炸性增长""。纵轴被篡改——从零开始和在某个值开始截断，同一个数据能给你完全不同的视觉印象。AI生成的图表可能没有——但AI描述数据时可以用""暴涨""""暴跌""""飙升""这类词制造同样的视觉效果。","statistics","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-blocked","block"
"MC-0323","01-项目/meta-abilities/统计.md","90","""post-hoc谬误""——""因为这个发生在那个之后，所以这个导致了那个。""Huff说这是统计推理中最根深蒂固的错误之一。你吃了一颗感冒药，三天后感冒好了——你说""这药真有效""。但感冒通常在五到七天内自愈——你吃的药可能和你感冒好了之间没有任何因果关系。只是时间顺序上的先后——不是逻辑上的因果。AI不会告诉你""这个相关性可能是因为第三变量""——它给你的是""研究发现X和Y显著相关""——那个""显著""是统计显著，不是因果显著。Huff在七十年前就区分了这两个东西，但到今天大多数人仍然分不清。","statistics","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0324","01-项目/meta-abilities/统计.md","95","Rosling在《事实》里做了一件极其简单但极其强大的事——他出了一套关于世界基本事实的测试题，给各国精英、学者、政客做。结果——大多数人的得分比随机瞎猜还低。不是因为""他们不够聪明""——是因为""他们对世界的默认假设基于过时的数据""。Rosling测试里最经典的题目：""在过去二十年里，全球极端贫困人口的比例发生了什么变化？A.几乎翻倍 B.基本不变 C.几乎减半。""正确答案是C——从34%降到9%。但大多数人选A或B。你的大脑还在用1980年代的世界观理解2025年的世界——不是因为缺乏数据，是因为""世界观""的更新速度跟不上""世界变化""的速度。AI时代的危险在于——AI给你的数据可能是""最新""的，但你对数据的""解读框架""可能是""过时""的。Rosling的基线校准就是——在做任何判断之前，先问自己""我对这件事的默认假设是基于哪个年代的数据""。如果你的假设来自十年前、甚至你小时候在课本上读到的东西——你的基线需要被重新校准。不是""你错了""——是""你的数据过期了""。在AI可以给你最新数据的时代，你最需要的不是""更多数据""——是""定期校准你对世界的基本假设""。Rosling给了十个需要被校准的""过时世界观""——其中最核心的四个：贫富二分（世界不是分为""发达国家""和""发展中国家""，是四个收入水平的连续谱系），人口爆炸恐慌（全球生育率已从1960年代的5.0降到2.5，接近更替水平），东西对立（冷战框架已经过时，全球化不是""西方vs东方""），单一原因解释（""问题X的原因就是Y""——现实永远是多变量交织）。每当你听到一个""解释世界""的简单框架——Rosling的建议是先校准基线数据。那个框架在真实数据上站得住吗？还是它在二十年前站得住——但世界已经变了。","statistics","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0325","01-项目/meta-abilities/统计.md","104","Silver在《信号与噪声》里讲了一个相关的陷阱：你越了解一个事物的细节，你越倾向于高估它的特殊性。你的大脑把""细节丰富""等同于""概率独特""——但统计上没有这个逻辑。你知道了一个人爱吃寿司、喜欢雨天、养了一只猫——你对他的描述越来越""丰富""——你反而越来越不可能准确猜出他是图书管理员还是农民。因为每一个细节在同时降低""他符合任何一个职业的概率""。Kahneman管这叫""合取谬误""——""多个细节的组合""在直觉上比""单个细节""更有说服力，但在统计上，多个条件的合取概率永远低于单个条件的概率。AI给你的分析通常充满了""多维度匹配""——它在给你""合取概率""，但你把它当成了""独立确证""。你在选择一个方向时看到了十个""匹配的信号""——你觉得这个方向""太对了""。但十个信号中每一个的独立准确率可能是70%——十个信号同时准确的概率是0.7的十次方，不到3%。你不是""证据充分""——是""合取谬误让你觉得自己证据充分""。","statistics","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0326","01-项目/meta-abilities/统计.md","117","Silver在《信号与噪声》里分析了数百个公开预测者的长期记录，发现了预测质量最可靠的单一指标——校准曲线。校准曲线不是说""你预测对了几个""——是""你说概率60%的事，实际发生了百分之几十""。如果你的校准曲线是完美的，你说60%的事恰好有60%发生了，你说80%的事恰好有80%发生了。Silver的数据显示：大多数""专家""的校准曲线是严重偏离的——他们说""几乎确定""的事实际发生概率不到70%，他们说""几乎不可能""的事实际发生概率远高于他们的估计。他们的主观信心和客观频率之间存在系统性偏差——而且这个偏差的方向永远是""过度自信""。","statistics","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0327","01-项目/meta-abilities/统计.md","119","Tetlock的超级预测者之所以""超级""，就是因为他们的校准曲线经过多年训练后，无限逼近完美校准。他们不是说""更准""——他们是说""更诚实""地标注了自己对""不确定""的程度。Silver的建议是——任何做过五次以上预测的人，都应该画一条自己的校准曲线。把你过去的所有预测列出：每次预测时你给的概率是多少，后来实际发生了没有。把预测按""概率段""分组（50%-60%一组，60%-70%一组，以此类推），计算每组实际发生的频率。如果一组偏离超过10个百分点——你在那个概率段上有系统性的校准偏差。大多数人会发现自己在高概率段（80%以上）上""过度自信""——他们认为""几乎确定""的事实际只有六成把握。这种偏差不是""心态问题""——是大脑在生理上倾向于""确定性幻觉""。做出一个""确定""的判断让你舒服——尽管那个""确定""在统计上是假的。","statistics","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0328","01-项目/meta-abilities/逻辑.md","22","但这并不意味着逻辑""被AI替代了""。恰恰相反——逻辑从""生产工具""变成了""检测工具""。你不需要用逻辑来""构建完美的论证""——AI已经够完美了。你需要用逻辑来""在AI构建的完美论证中找到那个被巧妙隐藏的漏洞""。Dobelli在《清醒思考的艺术》里列了几十种认知偏误——确认偏误、可得性偏误、锚定偏误、从众偏误——每一种都是一个""论证漏洞""。你的大脑不是""偶尔""犯这些错——它是""系统性地""在这些地方被欺骗。AI没有解决这个问题——AI让这个问题更隐蔽了。因为AI生成的论证比人类写的""更完美""——更工整、更全面、更少明显的逻辑跳跃。你阅读AI生成的论证时，大脑进入了一种""流畅性启发""——""读起来很顺畅""被大脑误认为""论证是正确的""。实际上，流畅和正确之间没有任何必然联系——但你的系统1不区分这两者。Sagan在《魔鬼出没的世界》里提出了他著名的""Baloney Detection Kit""——一套检测伪科学和伪论证的工具箱。他的核心观点是：科学思维和日常思维之间的区别不在""更聪明""——在""有一套系统性的检测工具""。你不带工具箱走进信息的丛林——你一定会被吃掉。你带上Sagan的工具箱，工具箱里有独立验证、奥卡姆剃刀、可证伪性、控制实验——你至少有个武器。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0329","01-项目/meta-abilities/逻辑.md","33","滑坡谬误——""如果允许X发生，那么Y就会发生，然后Z就会发生，最后整个社会都会崩溃。""滑坡谬误的漏洞在于它的每一步推演都缺少""这一步一定会导致下一步""的证据。""如果允许人们自由选择是否接种疫苗——接种率就会下降——传染病就会爆发——医疗系统就会崩溃——整个社会就会陷入混乱。""这个链条上的每一步都需要独立的证据，但在滑坡论证里，每一步都被包装成了""显然的必然""。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0330","01-项目/meta-abilities/逻辑.md","37","循环论证——""X是对的，因为Y说X是对的，而Y之所以可信是因为X是对的。""结论被用来作为支持前提的证据，前提又被结论证明。Copi说循环论证最隐蔽的地方在于它可能""分散""在论证的不同段落里——前提在第三段，结论在第七段——中间隔了几百字，你的大脑不会注意到这个循环。Weston在《论证规则手册》里把逻辑谬误的检测简化为几条操作规则：先找结论——这个人在论证什么；再找前提——这个人的论证建立在哪些""假设""之上；然后查推理——这些前提是否能逻辑必然地推出这个结论，还是中间有跳跃。最后——也是最关键的一步——查反例：有没有一个情境，在这个情境里所有前提都成立但结论不成立？如果有——这个论证不成立。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-blocked","block"
"MC-0331","01-项目/meta-abilities/逻辑.md","44","Aristotle在《工具论》里把人类推理分成两种最基本的模式：演绎和归纳。这两种模式的可靠性完全不同，但你的大脑经常把归纳当成演绎来用——然后被结果打脸。演绎推理——如果你接受前提，那么结论必然为真。""所有人都会死，苏格拉底是人，所以苏格拉底会死。""前提为真，推理有效，结论必然为真。演绎的问题不在推理过程——在前提。""所有人都会死""这个前提是真的吗？在可观测范围内——目前所有被观测过的人类都死了。但明天可能出现一个反例吗？演绎推理本身不验证前提——它只负责""如果前提是真的，结论必须是真的""。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0332","01-项目/meta-abilities/逻辑.md","46","归纳推理——你从有限数量的具体观察中推导出一个普遍规律。""我见过的每一只天鹅都是白色的，所以所有天鹅都是白色的。""归纳推理帮助你从经验中学习，但它永远不能""证明""一个规律——下一个观察可能推翻它。Russell在《哲学问题》里把归纳问题讲得很清楚：你每天早上看到太阳升起——你归纳出""太阳每天都会升起""。但归纳只能给你一个概率——太阳明天升起的概率极高，但你不能""证明""它一定会升起。这听起来像哲学上的吹毛求疵——但在AI时代，归纳推理的局限性需要被严肃对待。因为AI本身就是一台""归纳机器""——它在海量数据中找到""统计上最常出现的模式""，然后把这个模式当作""答案""呈现给你。你问AI""这个创业方向成功率多少""——AI给你一个数字。那个数字就是归纳——它基于""过去类似方向的统计结果""。但归纳不保证未来的结果——市场可能变了、技术可能变了、消费者的偏好可能完全翻过来了。AI给你的归纳结果看起来精确、可靠、被数据""验证""——但它和""我见过的天鹅都是白色的""有同样的逻辑脆弱性。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0333","01-项目/meta-abilities/逻辑.md","48","Copi在《逻辑学导论》里给了判断归纳可靠性的三个标准：样本量够不够大、样本有没有被有偏地选取、结论的适用范围是否超出了样本的覆盖范围。AI帮你做了""从数据到结论""的归纳工作——但它通常不告诉你这三个标准的数据。你不知道它的样本量是多少（可能是几百，可能是在几亿条数据中""筛选""出来的几百），你不知道它的样本有没有被有偏地选取（算法推荐本身就是有偏的——点击率高不代表内容好），你不知道它的结论适用范围（基于美国市场数据的""创业成功率""可能和你的市场完全无关）。你不检查这三个标准就接受AI的归纳结论——相当于把""这只天鹅是白色的""当成""所有天鹅都是白色的""。Taleb管这种把归纳过度泛化的行为叫""经验主义的盲区""——你在有限的、被你已有的经验筛选过的样本上建立了对世界的认知，然后以为这个认知覆盖了整个世界。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0334","01-项目/meta-abilities/逻辑.md","55","第一个信号：AI用""许多研究表明""""大量数据证明""这类模糊归属来代替具体的来源。Copi管这叫""诉诸匿名权威""。人类写作时如果用""许多研究表明""——你可以追问""哪篇研究""。AI给你这句话时——它可能没有引用任何具体研究。它在训练数据里看到""许多研究表明""后面通常会跟着一个结论，于是它模仿了这个模式。但""模仿模式""不等于""真的有研究支持这个结论""。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-blocked","block"
"MC-0335","01-项目/meta-abilities/逻辑.md","57","第二个信号：AI用精确数字来制造可信度幻觉。""该策略的成功率是73.4%""——精确到小数点后一位。Silver在《信号与噪声》里反复强调——在复杂系统里，任何精确到小数点后的预测都不可信。不是因为预测者无能——是系统的噪声水平本身就远超任何模型的精确度。AI给你73.4%——不是因为AI""计算出来了""，是AI在训练数据里看到过类似的表述结构。那个数字本身没有统计意义——但它""看起来""有，因为你的大脑把""精确""等同于""可信""。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0336","01-项目/meta-abilities/逻辑.md","72","奥卡姆剃刀被大众误解成了""最简单的就是对的""——这是对William of Ockham的严重曲解。Ockham的原话是""实体不应被不必要地增加""——翻译成人话：如果两个理论都能解释同一个现象，选择需要更少假设的那个。不是因为""更少的假设=更正确""——是因为""更多的假设=更多可能出错的环节""。每一个额外的假设都是一个额外的风险敞口——它可能对，也可能错，你不知道。当你说""我每天早上醒来是因为上帝让我醒来""——这个理论只需要一个假设（上帝存在并且愿意让我醒来）。当你说""我每天早上醒来是因为我的SCN在检测到晨光后停止了褪黑素的分泌""——这个理论需要几十个关于神经科学、光感受器、激素级联的假设。用Ockham剃刀来比较这两个解释——你选的不是""更简单""的那个，是""假设更少""的那个。在统计模型的选取中，Ockham剃刀变成了""不要过度拟合""——你加的变量越多，模型对已有数据的拟合越好，但对新数据的预测越差。因为你把""噪声""也当成了""信号""在拟合。AI生成的""完美论证""经常违反Ockham剃刀——它在论证中塞进了大量看似相关但实际上不必要的""支持证据""。你读完之后觉得""好多证据，太有说服力了""——但那些""证据""中有多少是""必要的假设""，有多少是""被塞进来增加说服力的冗余信息""。Ockham剃刀是你修剪论证冗余的工具——不是""越简单越好""，是""删掉那些删掉后结论不会变的假设""。Russell在《哲学问题》里用了一整章讲""我们为什么需要Ockham剃刀""——他的结论是，因为每一个被引入论证的额外假设都在增加""论证整体的不确定性""。假设A成立的独立概率是70%，假设B是60%，假设C是50%——整个论证同时依赖A、B、C三个假设都成立的概率是0.7×0.6×0.5=21%。你每加一个假设，论证的整体可信度被乘法削弱。但你的大脑不这么算——你的大脑把""假设越多""当成""论证越充分""。Ockham剃刀就是用来修正你在评估论证时这个系统性偏误的工具。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0337","01-项目/meta-abilities/逻辑.md","88","从众偏误——你看到周围很多人相信某件事，你就倾向于也相信。这是草原上最有效的生存策略——""大家都往这边跑，可能确实有狮子""。在AI时代，从众偏误被""虚假共识""放大了——你看到一篇AI生成的文章下面有几百条""AI生成的评论""都说""太对了""，你的大脑会默认""这可能真的是对的""。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
